epoch,accuracy,learning_rate,loss,top3_accuracy,val_accuracy,val_loss,val_top3_accuracy
32,0.900390625,0.0005000000237487257,0.44240617752075195,0.98046875,0.99609375,0.13997511565685272,1.0
33,0.9016927480697632,0.0005000000237487257,0.5033630132675171,0.9850260615348816,0.99609375,0.12903639674186707,1.0
34,0.9274088740348816,0.0005000000237487257,0.4612238109111786,0.9860026240348816,0.99609375,0.12180010229349136,1.0
35,0.8567708730697632,0.0005000000237487257,0.5133208632469177,0.9697265625,0.99609375,0.11597418040037155,1.0
36,0.9791666865348816,0.0005000000237487257,0.28663477301597595,0.998046875,0.998046875,0.1114879921078682,1.0
37,0.9466146230697632,0.0005000000237487257,0.37145769596099854,0.9928385615348816,0.998046875,0.10815615952014923,1.0
38,0.8955078125,0.0005000000237487257,0.407068133354187,0.9827474355697632,0.998046875,0.10514054447412491,1.0
39,0.9765625,0.0005000000237487257,0.3567386567592621,0.9990234375,1.0,0.10277976840734482,1.0
40,0.8971354365348816,0.0005000000237487257,0.4130147397518158,0.9765625,1.0,0.10100052505731583,1.0
41,0.9912109375,0.0005000000237487257,0.24091705679893494,0.9996744990348816,1.0,0.09969793260097504,1.0
42,0.9134114980697632,0.0005000000237487257,0.43216365575790405,0.986328125,1.0,0.09859398007392883,1.0
43,0.8935546875,0.0005000000237487257,0.4536983370780945,0.9853515625,1.0,0.09775562584400177,1.0
44,0.96875,0.0005000000237487257,0.295165479183197,0.99609375,1.0,0.09725264459848404,1.0
45,0.833984375,0.0005000000237487257,0.46227043867111206,0.9654948115348816,1.0,0.09690461307764053,1.0
46,0.9736328125,0.0005000000237487257,0.3143942952156067,0.9964193105697632,1.0,0.09667062014341354,1.0
47,0.9508463740348816,0.0005000000237487257,0.2631395161151886,0.9912109375,1.0,0.09643964469432831,1.0
48,0.9938151240348816,0.0005000000237487257,0.22642943263053894,0.9996744990348816,1.0,0.09619555622339249,1.0
49,0.9853515625,0.0005000000237487257,0.31592854857444763,0.9996744990348816,1.0,0.09599938243627548,1.0
